state,electoral.district,office.name,official.name,address,phone,website,email,party
CA,San Diego City Council District 1 ,City Councilmember District 1 ,Sherri Lightner,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd1,sherrilightner@sandiego.gov,
CA,San Diego City Council District 2 ,City Councilmember District 2 ,Lorie Zapf,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd2,loriezapf@sandiego.gov,
CA,San Diego City Council District 3 ,City Councilmember District 3 ,Todd Gloria,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd3,toddgloria@sandiego.gov,
CA,San Diego City Council District 4 ,City Councilmember District 4 ,Myrtle Cole,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd4,myrtlecole@sandiego.gov,
CA,San Diego City Council District 5  ,City Councilmember District 5  ,Mark Kersey ,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd5,markkersey@sandiego.gov,
CA,San Diego City Council District 6,City Councilmember District 6,Chris Cate,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd6,chriscate@sandiego.gov,
CA,San Diego City Council District 7,City Councilmember District 7,Scott Sherman,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd7,scottsherman@sandiego.gov,
CA,San Diego City Council District 8 ,City Councilmember District 8 ,David Alvarez,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd8,davidalvarez@sandiego.gov,
CA,San Diego City Council District 9,City Councilmember District 9,Marti Emerald,"City Administration Building, 202 C Street, San Diego, CA 92101.",619-236-5555,http://www.sandiego.gov/citycouncil/cd9,martiemerald@sandiego.gov,
CA,San Diego,Mayor,Mayor Kevin L. Faulconer,"City Administration Building 202 C Street, 11th Floor San Diego, CA 92101",(619) 236-6330,http://www.sandiego.gov/mayor/,kevinfaulconer@sandiego.gov,
CA,San Francisco City Council District 1,Board of Supervisors District 1,Eric Mar,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7410 - voice(415) 554-7415 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */ ",,http://www.sfbos.org/index.aspx?page=2083,,
CA,San Francisco City Council District 2,Board of Supervisors District 2,Mark Farrell,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7752 - voice(415) 554-7843 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */",,http://www.sfbos.org/index.aspx?page=11323,,
CA,San Francisco City Council District 3,Board of Supervisors District 3,"Aaron Peskin
","City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7450 - voice(415) 554-7454 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */ ",,http://www.sfbos.org/index.aspx?page=18587,,
CA,San Francisco City Council District 4,Board of Supervisors District 4,Katy Tang,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7460 - voice(415) 554-7432 - faxKaty.Tang@sfgov.org ",,http://www.sfbos.org/index.aspx?page=13999,,
CA,San Francisco City Council District 5,Board of Supervisors District 5,London Breed,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7630 - voice(415) 554-7634 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */",,http://www.sfbos.org/index.aspx?page=13826,,
CA,San Francisco City Council District 6,Board of Supervisors District 6,Jane Kim,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7970 - voice[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */",,http://www.sfbos.org/index.aspx?page=11324,,
CA,San Francisco City Council District 7,Board of Supervisors District 7,Norman Yee,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-6516 - voice(415) 554-6546 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */",,http://www.sfbos.org/index.aspx?page=13827,,
CA,San Francisco City Council District 8,Board of Supervisors District 8,Scott Wiener ,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-6968 - voiceScott.Wiener@sfgov.org",,http://www.sfbos.org/index.aspx?page=11325,,
CA,San Francisco City Council District 9,Board of Supervisors District 9,David Campos,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-5144 - voice(415) 554-6255 - fax[email protected]/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""data-cfhash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}t.parentNode.removeChild(t);}}catch(u){}}()/* ]]> */",,http://www.sfbos.org/index.aspx?page=2117,,
CA,San Francisco City Council District 10,Board of Supervisors District 10,Malia Cohen,"City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-7670 - voiceMalia.Cohen@sfgov.org ",,http://www.sfbos.org/index.aspx?page=11322,,
CA,San Francisco City Council District 11,Board of Supervisors District 11,"

John Avalos
","City Hall1 Dr. Carlton B. Goodlett Place, Room 244San Francisco, Ca 94102-4689(415) 554-6975 - voice(415) 554-6979 - faxJohn.Avalos@sfgov.org ",,http://www.sfbos.org/index.aspx?page=2130,,
CA,San Francisco,Mayor,Edwin Lee,"City Hall, Room 200, 1 Dr. Carlton B. Goodlett Place, San Francisco, CA 94102",415-554-6141,http://www.sfmayor.org/,,
CA,San Jose City Council District 1,City Councilmember District 1,"Charles ""Chappie"" Jones","200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4901,http://www.sanjoseca.gov/council,district1@sanjoseca.gov,
CA,San Jose City Council District 2,City Councilmember District 2,Ash Kalra,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4902,http://www.sanjoseca.gov/council,district2@sanjoseca.gov,
CA,San Jose City Council District 3,City Councilmember District 3,Raul Peralez,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4903,http://www.sanjoseca.gov/council,district3@sanjoseca.gov,
CA,San Jose City Council District 4,City Councilmember District 4,Manh Nguyen,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4904,http://www.sanjoseca.gov/council,district4@sanjoseca.gov,
CA,San Jose City Council District 5,City Councilmember District 5,Magdalena Carrasco,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4905,http://www.sanjoseca.gov/council,district5@sanjoseca.gov,
CA,San Jose City Council District 6,City Councilmember District 6,Pierluigi Oliverio,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4906,http://www.sanjoseca.gov/council,district6@sanjoseca.gov,
CA,San Jose City Council District 7,City Councilmember District 7,Tam Nguyen,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4907,http://www.sanjoseca.gov/council,district7@sanjoseca.gov,
CA,San Jose City Council District 8,City Councilmember District 8,Vice Mayor Rose Herrera,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4908,http://www.sanjoseca.gov/council,district8@sanjoseca.gov,
CA,San Jose City Council District 9,City Councilmember District 9,Donald Rocha,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4909,http://www.sanjoseca.gov/council,district9@sanjoseca.gov,
CA,San Jose City Council District 10,City Councilmember District 10,Johnny Khamis,"200 E. Santa Clara St. San Jose, CA 95113",(408) 535-4910,http://www.sanjoseca.gov/council,district10@sanjoseca.gov,
CA,San Jose,Mayor,The Sam Liccardo,"200 E. Santa Clara St. San Jose, CA 95113",408 535-3500 Main,http://www.sfmayor.org/,,
